Item Code,Description,,U/M
C94-081902,CROSS/O RIS ST CUM555 9010CUNI,,EA
C94-082201,CROSS/O RIS PT CUM370 CUNI9010,,EA
C94-083300,"RISER P/S INBD 50""BYD 12V71TA",,EA
C94-083400,"RISER P/S OUTBD 50""BYD 12V71TA",,EA
C94-083801,RYSER ASSY PTIB SR50 8V183TE92,,EA
C94-083802,RISER ASSY STOB SR50 8V183TE92,,EA
C94-092800,RISE/COLL ASSY P/S 8V92TI VIK,,EA
C94-101700,ELBOW MIX DUMP 10DX45 SML TA,,EA
C94-102701,ELBOW MIX DUMP PTIB BY60 3412T,,EA
C94-102702,ELBOW MIX DUMP STIB BY60 3412T,,EA
C94-110501,RISER ASSY PT OUT BYD46 8V92TA,,EA
C94-110502,RISER ASSY ST OUT BYD46 8V92TA,,EA
C94-110701,RISER ASSY PT IN BYD46 8V92TA,,EA
C94-110702,RISER ASSY ST IN BYD46 8V92TA,,EA
C94-111100,DO NOT USE USE P/N C94-111102,,EA
C94-111102,"6"" RISER  SEA RAY P/N 800151",,EA
C94-112500,ELBOW MIX DUMP DDC PN#23518123,,EA
C94-120501,ELBOW  MIXER DUMP 6D PORT,,EA
C95-012702,RISER ASSY ST BYD43 D2866LE401,,EA
C95-013100,ELBOW MIXER REAGAN 75-0902005,,EA
C95-021901,"RISER ASSY PTIB 50"" MAND2840",,EA
C95-022002,RISER ASSY STIB BYD D2840LXE,,EA
C95-022101,"RISER ASSY PT OB 50"" MAN D2840",,EA
C95-022202,RISER ASSY STOB BYD D2840LXE,,EA
C95-022600,COLLECTOR WYE 16V92 P/S 316,,EA
C95-022801,"RISER ASSY PT W.CRAFT 36""3116T",,EA
C95-022902,"RISER ASSY ST W.CRAFT 36""3116T",,EA
C95-031200,"RISE/COLL 316 LAG 41""HAT P/S",,EA
C95-033401,RISER ASSY R.BOAT U.STUDIOS VW,,EA
C95-033402,PIPE BELLOWS TRANS. R.BOAT VW,,EA
C95-033403,"BLKT FLEX 1-1/2""THK GREY",,EA
C95-033404,ELBOW ASSY R.BOATS U.STUDIOS,,EA
C95-033405,BRACKET R.BOATS U.STUDIOS VW,,EA
C95-033407,"FLG CUFF 1-1/2"" GREY SILICON",,EA
C95-040502,ELBOW MIX DUMP ST RHAVER 3176,,EA
C95-041601,"RISER ASSY PT VIK 43"" 612-191",,EA
C95-041602,"RISER ASSY ST VIK 43"" 612-191",,EA
C95-050801,TUBE ASSEMBLY  LAZARETTE PORT,,EA
C95-050802,TUBE ASSEMBLY  LAZARETTE STBD,,EA
C95-050901,ELBOW ASSY BHD MOUNT TRIN PORT,,EA
C95-050902,ELBOW ASSY BHD MOUNT TRIN STBD,,EA
C95-054700,ELBOW MIXER US MARINE 62614,,EA
C95-054702,ELBOW MIX DUMP US MARINE 62614,,EA
C95-060300,COLLECTOR WYE  10 X 14-TRINITY,,EA
C95-060401,RISER ASSY  PORT TRINITY,,EA
C95-060402,RISER ASSY STBD  TRINITY,,EA
C95-065000,RSR/COLL PT/ST BYD35 V555M DRY,,EA
C95-070700,RISER ASSY 2.5D ONAN 25-6 PSV,,EA
C95-072601,RISER ASSY 6D PORT 25-6,,EA
C95-072700,RISER ASSY P/S WCRAFT43 3126T,,EA
C95-080101,RISER ASSY PT BYD36 6CTA 420,,EA
C95-080103,ELBOW 8 x 7r x 56 25-6,,EA
C95-080202,RISER ASSY ST BYD36 6CTA 420,,EA
C95-080204,ELBOW 8 x 7r 45d 25-6,,EA
C95-083401,MIX EL PTIB BYD54/60 3412 316,,EA
C95-083402,MIX ELL STIB BYD54/60 3412 316,,EA
C95-083601,MIX ELL PTOB BYD54/60 3412 316,,EA
C95-083602,MIX ELL STOB BYD54/60 3412 316,,EA
C95-083900,RISER 2.5D 25-6 ONAN/HATTERAS,,EA
C95-091000,RISER ASSY SWORTH ALBIN 31 P/S,,EA
C95-092701,"ELBOW MIXER PORT VIK 43"" 3176",,EA
C95-100102,"RISER ASSY ST BLACKFIN29"" 6BTA",,EA
C95-100201,"RISER ASSY PT BLACKFIN29"" 6BTA",,EA
C95-103900,RISER ASSY US MARINE 63905,,EA
C95-104500,ELBOW MIXER US MARINE 62612,,EA
C95-104502,ELBOW MIX DUMP US MARINE 62612,,EA
C95-110100,RISER CAT STD 3116-26 25-6 PSV,,EA
C95-110101,RSR CAT STD 3116 25-6 PCOAT,,EA
C95-112001,RISER ASSY 41 HAT 1989 25-6 PT,,EA
C95-112600,FLANGE TURBO CUMMINS 5D,,EA
C95-112800,FLANGE TURBO CUMMINS 6D,,EA
C95-121001,"RISER ASSY PT BFIN38"" TAMD122",,EA
C95-121102,"RISER ASSY ST BFIN38"" TAMD122",,EA
C95-121701,ELBOW MIX DUMP LAKE SHORE 8V92,,EA
C95-121702,ELBOW MIX DUMP LAKE SHORE 8V92,,EA
C95-122801,RISER ASSY 6D PT BYD36-6 3126,,EA
C95-122902,RISER ASSY 6D ST BYD36-6 3126,,EA
C95-123400,FLANGE HULLSIDE L. SHORE 8V92,,EA
C95-1234G,"GASKET NITRILE 1/8"" (C95-1234)",,EA
C95-124102,MIX EL STIB BYD54/60 3412 SMO,,EA
C96-010501,RISER ASSY PT BYD36 63P VOLVO,,EA
C96-010602,RISER ASSY ST BYD36 63P VOLVO,,EA
C96-010702,"RISER ASSY ST BLACKFIN31"" 6BTA",,EA
C96-010901,"RISER ASSY ST BLACKFIN31"" 6BTA",,EA
C96-013101,ELBOW MIX NEPT 3176T STBD,,EA
C96-014401,RISER ASSY US MARINE 63905-A,,EA
C96-020200,"RISER A31-S-CAT3126 ALBIN 31""",,EA
C96-021000,BELLOWS ENGINE-EXH 34D,,EA
C96-0212G,GASKET 321GRAPHOIL 36.38X42,,EA
C96-025501,RISER ASSY PTOB WEST.BR. 8V183,,EA
C96-027301,RISER ASSY PT 77 BYD38 555VT,,EA
C96-027302,RISER ASSY ST 77 BYD38 555VT,,EA
C96-027600,MIX ELL P/S OB BYD42 76UP 25-6,,EA
C96-027700,MIX ELL P/S IB BYD42 76UP 25-6,,EA
C96-032400,"RING 1/2"" TRANSITE 47.5""X42.5""",,EA
C96-0324G,"GASKET 321GRAPHOIL 47.5""X42.5""",,EA
C96-033501,RISER ASSY PT BYD36 72P VOLVO,,EA
C96-033602,RISER ASSY ST BYD36 72P VOLVO,,EA
C96-038600,RISER ASSY US MARINE 66511,,EA
C96-041001,RISER ASSY 8D PT DDC 6V92TA,,EA
C96-041002,RISER ASSY 8D ST DDC 6V92TA,,EA
C96-041501,RISER ASSY PORT TRINITY 3512T,,EA
C96-041502,RISER ASSY STBD TRINITY 3512T,,EA
C96-042404,ELBOW 6 x 6r x 52 25-6,,EA
C96-042603,ELBOW 6 x 6r x 52 25-6,,EA
C96-043802,RISER ASSY US MARINE 65116,,EA
C96-043901,RISER ASSY PT US MARINE 66562,,EA
C96-044801,"RISER ASSY VIKING YACHT43""6V92",,EA
C96-044900,RISER ASSY 8D P/S 3406B,,EA
C96-045102,"RISER ASSY VIKING YACHT43""6V92",,EA
C96-050601,RISER/COLL PT BYD35 V-555M,,EA
C96-050602,RISER/COLL ST BYD35 V-555M,,EA
C96-051301,RISER ASSY PTIB BYD 8V71,,EA
C96-051302,RISER ASSY STIB BYD 8V71,,EA
C96-051303,ELBOW 6 x 6r x 82d 25-6,,EA
C96-051401,RISER ASSY PTOB BYD 8V71,,EA
C96-051402,RISER ASSY STOB BYD 8V71,,EA
C96-051403,ELBOW 6 x 6r x 70d 25-6,,EA
C96-060301,RISER ASSY PT USCG DDC 6V92,,EA
C96-061801,RISER ASSY PT BYD V-903M,,EA
C96-061802,RISER ASSY ST BYD V-903M,,EA
C96-066101,RISER/COLL PT BYD38/42 DRY 71-,,EA
C96-066102,RISER/COLL ST BYD38/42 DRY 71-,,EA
C96-066103,TEE FTG FOR C96-066101/-02,,EA
C96-080401,RISER ASSY US MARINE 70767,,EA
C96-081602,XOVER STBD 555 316PSV NEW CST,,EA
C96-081604,XOVER STBD 555 316PSV OLD CST,,EA
C96-082701,RISER ASSY CUM SE POWER 6BTA,,EA
C96-090101,EXPANSION OFFSET  14D PORT,,EA
C96-090102,EXPANSION OFFSET  14D STBD,,EA
C96-090901,XOVER PORT 555 316PSV NEW CST,,EA
C96-090903,XOVER PORT 555 316PSV OLD CST,,EA
C96-091000,RISER ASSY SWORTH ALBIN 31 P/S,,EA
C96-091402,XOVER ST VT903 316PSV NEW CST,,EA
C96-091404,XOVER ST VT903 316PSV OLD CST,,EA
C96-091406,XOVER ST VT903 316PCT NEW CST,,EA
C96-091408,XOVER ST VT903 316PCT OLD CST,,EA
C96-091410,XOVER ST VT903 316POL NEW CST,,EA
C96-091412,XOVER ST VT903 316POL OLD CST,,EA
C96-091502,RISER ASSY ST NORSEMAN CUM6CTA,,EA
C96-091700,RISER ASSY WCRAFT43 3126T 316L,,EA
C96-091800,CROSSOVER 903 PORT 316L,,EA
C96-091801,XOVER PT VT903 316PSV NEW CST,,EA
C96-091803,XOVER PT VT903 316PSV OLD CST,,EA
C96-091805,XOVER PT VT903 316PCT NEW CST,,EA
C96-091807,XOVER PT VT903 316PCT OLD CST,,EA
C96-091809,XOVER PT VT903 316POL NEW CST,,EA
C96-091811,XOVER PT VT903 316POL OLD CST,,EA
C96-091902,XOVER STBD 370 316PSV NEW CST,,EA
C96-091904,XOVER STBD 370 316PSV OLD CST,,EA
C96-092001,XOVER PORT 370 316PSV NEW CST,,EA
C96-092003,XOVER PORT 370 316PSV OLD CST,,EA
C96-092401,RISER ASSY PT ROSS CUM 6CTA,,EA
C96-092502,RISER ASSY ST ROSS CUM 6CTA,,EA
C96-100101,RISER ASSY PTOB RONIN DDC8V92T,,EA
C96-100102,RISER ASSY STOB RONIN DDC8V92T,,EA
C96-100201,RISER ASSY PTIB RONIN DDC8V92T,,EA
C96-100202,RISER ASSY STIB RONIN DDC8V92T,,EA
C96-100501,RISER ASSY PT CUM. SOUTH 6BTA,,EA
C96-100602,RISER ASSY ST CUM. SOUTH 6BTA,,EA
C96-100901,RISER ASSY PT NORDLUND DDC6V92,,EA
C96-100902,RISER ASSY ST NORDLUND DDC6V92,,EA
C96-100903,BLANKET  INNER+OUTER C96-1009,,EA
C96-100904,BLANKET  INNER+OUTER C96-1009,,EA
C96-100905,ELBOW ASSY PT NORDLUND 6V92TA,,EA
C96-100906,ELBOW ASSY ST NORDLUND 6V92TA,,EA
C96-102200,COLLECTOR WYE 16V92 LOW,,EA
C96-103700,RISER ASSY 6D S.T.D CAT 3116T,,EA
C96-103801,RISER ASSY PTOB BYD54 D2842LXE,,EA
C96-103901,RISER ASSY PTIB BYD54 D2842LXE,,EA
C96-104002,RISER ASSY STOB BYD54 D2842LXE,,EA
C96-104102,RISER ASSY STIB BYD54 D2842LXE,,EA
C96-104201,RISER COLL PT BASSETT 12V183,,EA
C96-104202,RISER COLL ST BASSETT 12V183,,EA
C96-105201,RISER COLL PT VIKING Y.16V92TA,,EA
C96-105202,RISER COLL ST VIKING Y.16V92TA,,EA
C96-105401,RISER ASSY PT TREWORGY CUM6CTA,,EA
C96-105502,RISER ASSY ST TREWORGY CUM6CTA,,EA
C96-105701,RISER/COLL PT AMT CAT 3412T,,EA
C96-105702,RISER/COLL ST AMT CAT 3412T,,EA
C96-105703,ELBOW ASSY PT AMT CAT 3412T,,EA
C96-105704,ELBOW ASSY ST AMT CAT 3412T,,EA
C96-105705,BLANKET INNER&OUTER C96-1057,,EA
C96-105900,RISER ASSY US MARINE P/N#71971,,EA
C96-110401,RISER ASSY SPLASH DIVE 6V92TA,,EA
C96-110402,RISER ASSY SPLASH DIVE 6V92TA,,EA
C96-110403,BLANKET SIL INNER+OUT C96-1104,,EA
C96-111102,RISER ASSY ST TEXTRON 6V92 TA,,EA
C96-111901,RISER/COLL ASSY PT 10D 316 PSV,,EA
C96-111902,RISER/COLL ASSY SB 10D 316 PAS,,EA
C96-111903,TURBO ELBOW PORT,,EA
C96-111904,TURBO ELBOW STBD,,EA
C96-112001,"COLLECTOR RISER PORT VIK 72""",,EA
C96-112002,"COLLECTOR RISER STBD VIK 72""",,EA
C96-113401,MUFFLER ASSY  PORT TEXTRON,,EA
C96-113502,MUFFLER ASSY  STBD TEXTRON,,EA
C96-114501,ELBOW ASSY  PORT CAT D343,,EA
C96-114502,ELBOW ASSY  STBD CAT D343,,EA
C96-114701,RISER ASSY  PORT M/Y INVADER,,EA
C96-114702,RISER ASSY  STBD M/Y INVADER,,EA
C96-115700,RISER ASSY 5D DRY MAR PROPULS,,EA
C96-115900,COLLECTOR WYE P/S 12D CRES BCH,,EA
C96-116001,RISER ASSY PORT CRES BCH,,EA
C96-116002,RISER ASSY STBD CRES BCH,,EA
C96-116003,MIXER TANK 14D PORT CRES BCH,,EA
C96-116004,MIXER TANK STBD CRES BCH,,EA
C96-116005,BELLOWS ASSY 12D CRES BCH,,EA
C96-116201,WATER PIPE HEAT EXCH CRES BCH,,EA
C96-116202,WATER PIPE CTR CRES BCH,,EA
C96-116203,WATER PIPE TOP CRES BCH,,EA
C96-120401,RISER ASSEMBLY  PORT CUM 6BTA,,EA
C96-120602,RISER ASSEMBLY  STBD CUM 6BTA,,EA
C96-120900,RISER/COLLECT P/S 316 PASV,,EA
C96-121000,BELLOWS ASSY TF40 321SS,,EA
C96-121601,RISER ASSY 8D PT 43VIK 6V92HO,,EA
C96-121602,"RISER ASSY 8D ST 43""VIK 6V92HO",,EA
C96-121701,RISER ASSY 316 WCOOL CTR LEFT,,EA
C96-121702,RISER ASSY 316 WCOOL CTR RIGHT,,EA
C96-1223G,GASKET 321 GFOIL SPECIAL DFSR,,EA
C96-1224G,GASKET 321 GFOIL SPECIAL BLWS,,EA
C97-010401,"RISER ASSY PT 16D VIK 72""",,EA
C97-010402,"RISER ASSY ST 16D VIK 72""",,EA
C97-010901,RISER ASSY PT 12D POL 316,,EA
C97-010902,RISER ASSY ST 12D POL 316,,EA
C97-011000,COLLECTOR WYE 6D X 10D,,EA
C97-011401,RISER ASSY PT INBD MATTOS,,EA
C97-011402,RISER ASSY 4D STBD INBD MATTOS,,EA
C97-011501,RISER ASSY 4D PT OUT MATTOS,,EA
C97-011502,RISER ASSY 4D STBD OUT MATTOS,,EA
C97-020301,"RISER ASSY PORT BYD30"" 3116T",,EA
C97-020402,"RISER ASSY STBD BYD30"" 3116T",,EA
C97-020901,RISER ASSY PT OUT 256MO POL.,,EA
C97-020902,RISER ASSY ST OUT 256MO POL.,,EA
C97-021001,RISER ASSY PT INBD 256MO POL.,,EA
C97-021002,RISER ASSY ST INBD 256MO POL.,,EA
C97-021700,WATER XOVER 16V92 P/S CUNI,,EA
C97-021800,ELBOW ASSY 8D P/S,,EA
C97-021902,MUFFLER ASSY 8D STBD,,EA
C97-022002,RISER ASSY 8D STBD,,EA
C97-022101,MUFFLER ASSY 8D PORT,,EA
C97-022200,BOOST PUMP ASSY 3N427/1V448,,EA
C97-022300,TRAY PUMP/MOTOR 6K473/1V448,,EA
C97-023100,COLLECTOR BONNET TF40 321SS,,EA
C97-023400,RISER ASSY P/S 43VIK 6V92TIA,,EA
C97-023600,RISER/COL P/S W/C 256 POL 1292,,EA
C97-023701,"GSKT CER. 1/8"" COL.BOX-DIF BEL",,EA
C97-023702,"GSKT CER 1/8"" DIFF.-BELLOWS",,EA
C97-023703,"GSKT CER 1/8"" BONNET-BELLOWS",,EA
C97-023704,"GSKT CER 1/8"" COL.BOX-BONNET",,EA
C97-023705,"GSKT CER 1/8"" - 31.5D BELLOWS",,EA
C97-030200,RISER ASSY P/S 316L PCOAT/POL,,EA
C97-030702,MIX ELL LAG 3176T STBD 58HUCK,,EA
C97-031101,RISER PORT 3116T 25-6 PASV,,EA
C97-031202,RISER STBD 3116T 25-6 PASV,,EA
C97-032200,"COLL WYE P/S 10D 316 LAG 2""",,EA
C97-032300,"RISER 12D 316 P/S LAG 2""",,EA
C97-040900,"COLL WYE P/S 316 PSV 46""BYD",,EA
C97-041100,RISER ASSY 14D 316 LAG P/S,,EA
C97-041300,STALK EXH 14D 5086 ALUM PCT,,EA
C97-041400,TRANSITION RECT.-ROUND TF40,,EA
C97-041800,ELBOW MIXER P/S INBD POL,,EA
C97-041900,"BLWS/LINER ASSY 31.5D ""LONG""",,EA
C97-042300,MFLR WTR LIFT ALUM P.COAT P/S,,EA
C97-043000,"BLWS/LINER ASSY 31.5D ""SHORT""",,EA
C97-043200,RISER ASSY P/S 316 LAG 6V92TIA,,EA
C97-043300,MUFFLER WTR LFT 8X10 P/S,,EA
C97-043701,MFLR WAT SEP PORT TRIN. K-107,,EA
C97-043702,MFLR WAT SEP STBD TRIN. K-107,,EA
C97-044300,RISER/MIXER P/S 256POL K-107,,EA
C97-050100,"RISE/COLL ASSY 60""VIK MTU P/S",,EA
C97-050401,RISER PT 316 LAG LUHRS 3116T,,EA
C97-050502,RISER STBD 316 LAG LUHRS 3116,,EA
C97-050900,CROSSOVER PORT 903 DRY LAG,,EA
C97-051500,RISER ASSY 6D P/S V555 LAG DRY,,EA
C97-051502,ELBOW ASSY 6 x 90d 25-6MO,,EA
C97-051601,RISER ASSY PT 256 PSV NEPT.,,EA
C97-051802,RISER ASSY STBD 256 PSV NEPT.,,EA
C97-060100,RISER P/S 316 DRY CABO D2848,,EA
C97-060700,RISER/COLL P/S 256WC POL MAN,,EA
C97-060900,COLLECTOR WYE 6DX10D W/ BLKT,,EA
C97-061201,SURGE WYE  10X6X6 PORT F.G.,,EA
C97-061202,SURGE WYE  10X6X6 STBD F.G.,,EA
C97-061500,RISER P/S 12D 316 POLISH,,EA
C97-062000,EXH LEG 316 P/S INBD & OUTBD,,EA
C97-070300,WTR PIPE SET PT 316 POL MK1&2,,EA
C97-072001,RISER PT DRY LAG 316 CABO 3196,,EA
C97-072102,RISER ST DRY LAG 316 CABO 3196,,EA
C97-081301,MUFFLER WTR LIFT 14D PORT,,EA
C97-081302,MUFFLER WTR LIFT 14D STBD,,EA
C97-081400,RISER ASSY P/S 256 POL 16V2000,,EA
C97-083100,VERTICAL ELBOW 12D P/S,,EA
C97-083200,HORIZONTAL ELBOW P/S 12D 316L,,EA
C97-083300,RISER ASSY P/S 316/256 PCT/POL,,EA
C97-083600,BOOST PUMP ASSY 3N427/1V428,,EA
C97-091000,RISER COLL P/S WCOOL 25-6 PCOT,,EA
C97-091401,RISER PORT WCOOL 25-6 PCOAT,,EA
C97-091502,RISER STBD WCOOL 25-6 PCOAT,,EA
C97-091600,MIXER ELL P/S 316 BLKT POL,,EA
C97-091700,RISER COLL P/S 316 BLKT POL,,EA
C97-102201,RISER US MARINE 66562 BLKT,,EA
C97-102300,RISER US MARINE 66511 BLKT,,EA
C97-102600,RISE/COLL ASSY P/S 316 LAG,,EA
C97-1038G,"GASKET 1/8"" CER. LYCOMING TF40",,EA
C97-1039G,"GASKET 1/8"" CER. LYCOMING TF40",,EA
C97-104000,DUCT FWD TURBINE 321SS,,EA
C97-104200,DUCT AFT TURBINE 321SS,,EA
C97-104402,RISER US MAR 65116 BLKT,,EA
C97-1048G,"GASKET NITRILE 1/8"" FOR 104800",,EA
C97-110900,HORIZONTAL ELBOW 12D P/S 316,,EA
C97-111000,VERTICAL ELBOW 12D P/S 316,,EA
C97-112300,RISER ASSY CABO CUM 6B STBD,,EA
C97-112400,RISER ASSY CABO CUM 6B STBD,,EA
C97-115000,MFLR P/S 14D 5086 PCOAT RYBO,,EA
C97-115100,RISER DRY LAG 6BTA MATT,,EA
C97-115400,XOVER/COLL P/S 316 DRY,,EA
C97-120100,STALK  UNDERWATER EXH P/S,,EA
C97-120200,"MUFFLER  W-LIFT 8"" P/S",,EA
C97-120801,ELBOW  DUMP NEPT. 3196 PORT,,EA
C97-121100,RISE/COLL P/S 316-256 DRY BLK,,EA
C97-121600,COLL WYE P/S 16V2000,,EA
C97-121700,RISER ASSY P/S 14D POL 316/256,,EA
C97-122400,ELBOW MIX DUMP 10DX45 J&T,,EA
C97-122500,WATER PIPING  3412T CuNI STD,,EA
C97-122600,RISER ASSY P/S 316 BLKT GREY,,EA
C97-122700,MIXER/ELBOW ASSY P/S DRY GREY,,EA
C97-122900,ELBOW MIXER DDC PN23501084,,EA
C97-123201,"RISER W.CFT 36""M PORT 256 PCT",,EA
C97-123302,"RISER W.CFT 36""M STBD 256 PCT",,EA
C97-123400,MUFFLER P/S COWL 14D PJ228,,EA
C98-011100,COLL WYE 316 16V2000,,EA
C98-011200,RISER ASSY P/S 256 WCOOL POLSH,,EA
C98-012001,RISER/MIXER PT GEN 316/25-6POL,,EA
C98-0122CC,RISER/MIXER CTR 316/25-6 POL,,EA
C98-020100,TRANSITION 321 RECT-ROUND PJ,,EA
C98-020300,COLL ASSY P/S DRY 316L,,EA
C98-020501,RISER PIPE PORT 316 DRY,,EA
C98-020602,RISER PIPE STBD 316 DRY,,EA
C98-020700,RISER ASSY 8D VOL 72 PORT,,EA
C98-020800,RISER ASSY 8D STBD VOL 72,,EA
C98-020901,WATER PIPE P/S MK1 CUNI PCOAT,,EA
C98-020902,WATER PIPE P/S MKII CUNI PCOAT,,EA
C98-020903,WATER PIPE PORT MKIII CUNI PCT,,EA
C98-020904,WATER PIPE P/S MKIV CUNI PCOAT,,EA
C98-020905,WATER PIPE STBD MKV CUNI PCOAT,,EA
C98-023000,INC XOVER RISER P/S DRY LAG,,EA
C98-023100,XVR RSR MXR P/S 316-256 POL,,EA
C98-024601,RISER PT 316/256 LAG D2866LE,,EA
C98-024702,RISER STBD 316/256 LAG D2866LE,,EA
C98-025900,RISER ASSY P/S 316 DRY,,EA
C98-026100,HORIZ. ELBOW 12D P/S 316,,EA
C98-026200,VERT ELBOW 12D PORT 316,,EA
C98-026300,VERT ELBOW 12D STBD 316,,EA
C98-030600,MFLR WTR LIFT 10IPS 5086AL PCT,,EA
C98-0306G,"GSKT MFLR BASE 1/4"" WHT NEO.",,EA
C98-031501,RISER/EXT. PORT 3304 256 POLSH,,EA
C98-031602,RISER/EXT STBD 3304T 256 POLSH,,EA
C98-032400,RISER S.RAY 400DA 3116 25-6PCT,,EA
C98-033100,RISER ASSY 10D P/S 3412,,EA
C98-033300,RISER/MIXER P/S 256 POL K108,,EA
C98-033800,WTR PIPE KIT 616V12 CUNI PCT,,EA
C98-034200,RISER ASSY 6D LAG MATTE BT315,,EA
C98-034502,ELBOW MIXER STBD V-DRV 3196T,,EA
C98-040800,RISER OBRD LAG 8V92TA,,EA
C98-040900,RISER INBRD 8D LAG 8V92TA,,EA
C98-041000,RISER ASSY P/S 6V92TA LAG,,EA
C98-041202,MFLR WTR TRAP STBD AL6XN,,EA
C98-041300,MOD. PROCEDURE TEXTRON MUFFLER,,EA
C98-042501,RISER/COLL PORT 25-6 WCOOL POL,,EA
C98-042602,RISE/COLL STBD 25-6 WCOOL POL,,EA
C98-044400,MIXER ELL US MAR BLKT 62614,,EA
C98-045100,RISE/COLL ASSY P/S 16V2000,,EA
C98-045102,REM. MXR ASSY P/S 25-6 POLISH,,EA
C98-045701,RISER PORT CABO 45 FBRIDGE,,EA
C98-045802,RISER STBD CABO 45 FBRIDGE,,EA
C98-050300,RISER XOVER 6BT 25-6 PSV,,EA
C98-051400,RISE/COLL ASSY P/S 12D LAG,,EA
C98-051500,"MFLR ALUM 5086 P/S PCOAT 12""",,EA
C98-051800,RISER OBRD P/S POLISH LAG 25-6,,EA
C98-051900,RISER INBD P/S POLISH LAG 25-6,,EA
C98-060100,RSR/COL ASSY P/S 73BYD 16V2000,,EA
C98-060200,FLG TURBO MNT ST 90DEG 555/903,,EA
C98-060600,RISE/COLL P/S 54BYD 12V2000,,EA
C98-060900,MIXER ELL INBD P/S 316 PASV,,EA
C98-061400,RISER ASSY FWD P/S LAG,,EA
C98-061500,RSR/MXR P/S LAG - 25-6POLISH,,EA
C98-062000,FLG TURBO MNT PT 37.5DEG 370,,EA
C98-062700,BLWS UNIT 28D TF50,,EA
C98-062801,FLANGE V-BAND 28D MALE,,EA
C98-062802,FLANGE V-BAND 28D FEMALE,,EA
C98-063102,CROSSOVER STBD 903 MONEL PCT,,EA
C98-063201,CROSSOVER 903CUM 23D MNL,,EA
C98-063301,CROSSOVER ASSY PORT 555 MONEL,,EA
C98-063402,CROSSOVER ASSY STBD 555 MONEL,,EA
C98-064100,COLL. WYE DTZ TBD616V16,,EA
C98-064200,RISER ASSY 2 PC. P/S 316 DRY,,EA
C98-070101,RSR ASSY PT DRY 316/25-6MO,,EA
C98-070102,RSR ASSY STBD DRY 316/25-6MO,,EA
C98-070103,BLKT SET IN/OUT PT GRAY SIL,,EA
C98-070104,BLKT SET IN/OUT STBD GRAY SIL,,EA
C98-070201,TUBE ASSY/MIXER PT 316/25-6MO,,EA
C98-070202,TUBE ASSY/MIXER STBD 316/25-6,,EA
C98-070203,BLKT SET IN/OUT PORT GRAY SIL,,EA
C98-070204,BLKT SET IN/OUT STBD GRAY SIL,,EA
C98-070700,RSR/COLL ASSY P/S 316/256 LAG,,EA
C98-071600,W/COOLED RISE PIPE 25-6MO,,EA
C98-071900,STANDPOT/MIXER 25-6MO,,EA
C98-072700,RSR/COLL P/S D2840LE CABO LAG,,EA
C98-073701,RSR PORT 316 LAG 3406E,,EA
C98-073802,RSR STBD 316 LAG 3406E,,EA
C98-074000,"RISER ASSY P/S DRY 12""DIA",,EA
C98-074700,RISER ASSY P/S OUTBD 25-6 PASV,,EA
C98-074800,RISER ASSY P/S INBD 25-6 PASV,,EA
C98-080500,"GASKET CERAMIC 1/8"" TF50",,EA
C98-080900,MIXER ELL CUMMINS #4003544,,EA
C98-081000,ELBOW MIXER OBSOLETE #4003545,,EA
C98-081100,ELBOW MIXER DUMP 6D #4003543,,EA
C98-081200,SURGE WYE P/S 5D 31BYD 256 PSV,,EA
C98-083001,XVR RISER ASSY PORT DRY PSV,,EA
C98-083002,XVR RISER ASSY STBD DRY PSV,,EA
C98-083003,BLKT SET IN/OUT GRAY -083001,,EA
C98-083004,BLKT SET IN/OUT GRAY -083002,,EA
C98-083011,ELBOW TURBO RT BANK,,EA
C98-083022,ELBOW TURBO RIGHT BANK,,EA
C98-083033,BLKT SET IN/OUT GRAY -083011,,EA
C98-083044,BLKT SET IN/OUT GRAY -083022,,EA
C98-083502,MIX ELL ST SR50 3406E 25-6 PCF,,EA
C98-083601,MIX ELL PT SR50 3406E 25-6 PCF,,EA
C98-084000,MIXER ELL OB P/S 25-6 POL 12V,,EA
C98-084300,RISER ASSY P/S DRY SLVR BLKTS,,EA
C98-084400,"TAILPIPE 14"" FRP DONZI 16V",,EA
C98-084500,HEAT SINK B.HEAD 25-6MO PASV,,EA
C98-084600,RISER ASSY 6D PORT CUMMINS# 4070071,,EA
C98-084900,MIXER ELL OB P/S 25-6 POL 16V,,EA
C98-085602,RSR ASSY STBD 73P LAG 25-6 PSV,,EA
C98-085701,RSR ASSY PORT 73P LAG 25-6 PSV,,EA
C98-085800,ELBOW ASSY TURBINE DUCT 321SS,,EA
C98-090100,RISER ASSY P/S OUTBD 316 LAG,,EA
C98-090200,RISER ASSY INBD P/S 316 LAG,,EA
C98-090300,"RSR/COLL ASSY P/S 54""BYD 12V71",,EA
C98-090402,RSR ASSY STBD 25-6 LAG 6CTA,,EA
C98-090501,RSR ASSY PORT 25-6 LAG 6CTA,,EA
C98-090800,RSR/COL P/S 12V2000 316 BLKT,,EA
C98-091400,RISER OUTBD P/S 25-6 POL,,EA
C98-091500,RISER INBD P/S 25-6 POL,,EA
C98-092100,COLL WYE 16V2000 DRY W/ BLKTS,,EA
C98-092300,RISER P/S INBD LAG,,EA
C98-092400,RISER OUTBD P/S LAG,,EA
C98-092601,WATER PIPE ASSY PORT CUNI PCT,,EA
C98-092602,WATER PIPE ASSY STBD CUNI PCT,,EA
